"SpeciesId","Species Name","StatArea","Year","T_Idx_E","ExpFactor1","AdjSum","ExpFactor2","ObsE","ExpFactor3","TE","CDN Harvest","CDN ER","TRTC","Total Harvest","Total ER","Total Run","Q1","Q2","Q3"
"SX","Sockeye","08",1981,46575,1,46575,1.41621211902828,65960.0794437422,2,131920.158887484,180821,0.578181012832578,312741.158887484,180821,0.578181012832578,312741.158887484,1.5,5,3.53054456519599
"SX","Sockeye","08",1982,24500,1,24500,1.41621211902828,34697.1969161929,2,69394.3938323858,36848,0.346829534527748,106242.393832386,36848,0.346829534527748,106242.393832386,1.5,5,3.53054456519599
"SX","Sockeye","08",1983,26800,1.07852225289377,28904.3963775531,1.41621211902828,40934.7564430878,2,81869.5128861756,135495,0.623353822576148,217364.512886176,135495,0.623353822576148,217364.512886176,1.5,4.63597295891166,3.53054456519599
"SX","Sockeye","08",1984,52050,1,52050,1.41621211902828,73713.840795422,2,147427.681590844,44020,0.229932269924679,191447.681590844,44020,0.229932269924679,191447.681590844,1.5,5,3.53054456519599
"SX","Sockeye","08",1985,53750,1,53750,1.41621211902828,76121.4013977701,2,152242.80279554,152162,0.499867277397074,304404.80279554,152162,0.499867277397074,304404.80279554,1.5,5,3.53054456519599
"SX","Sockeye","08",1986,24610,1,24610,1.41621211902828,34852.980249286,2,69705.960498572,138161,0.664660702540792,207866.960498572,138161,0.664660702540792,207866.960498572,1.5,5,3.53054456519599
"SX","Sockeye","08",1987,33450,1,33450,1.41621211902828,47372.295381496,2,94744.590762992,218489,0.697527361186877,313233.590762992,218489,0.697527361186877,313233.590762992,1.5,5,3.53054456519599
"SX","Sockeye","08",1988,34500,1,34500,1.41621211902828,48859.3181064757,2,97718.6362129514,166668,0.630394948804283,264386.636212951,166668,0.630394948804283,264386.636212951,1.5,5,3.53054456519599
"SX","Sockeye","08",1989,17010,1,17010,1.41621211902828,24089.7681446711,2,48179.5362893421,34738,0.41894635989643,82917.5362893421,34738,0.41894635989643,82917.5362893421,1.5,5,3.53054456519599
"SX","Sockeye","08",1990,20040,1.01920031145206,20424.7742414992,1.41621211902828,28925.8128092279,2,57851.6256184557,126025,0.685378033103033,183876.625618456,126025,0.685378033103033,183876.625618456,1.5,4.90580697809687,3.53054456519599
"SX","Sockeye","08",1991,53625,1,53625,1.41621211902828,75944.3748828916,2,151888.749765783,106254,0.411609468390671,258142.749765783,106254,0.411609468390671,258142.749765783,1.5,5,3.53054456519599
"SX","Sockeye","08",1992,42110,1,42110,1.41621211902828,59636.6923322809,2,119273.384664562,109572,0.478803626127785,228845.384664562,109572,0.478803626127785,228845.384664562,1.5,5,3.53054456519599
"SX","Sockeye","08",1993,16405,1,16405,1.41621211902828,23232.9598126589,2,46465.9196253179,61894,0.571189054163332,108359.919625318,61894,0.571189054163332,108359.919625318,1.5,5,3.53054456519599
"SX","Sockeye","08",1994,26400,1.00244892417908,26464.6515983277,1.41621211902828,37479.5603194129,2,74959.1206388257,232676,0.756337571330712,307635.120638826,232676,0.756337571330712,307635.120638826,1.5,4.98778529199837,3.53054456519599
"SX","Sockeye","08",1995,55000,1.04360549394796,57398.3021671378,1.41621211902828,81288.1711407478,2,162576.342281496,69932,0.300772003764639,232508.342281496,69932,0.300772003764639,232508.342281496,1.5,4.7910824818342,3.53054456519599
"SX","Sockeye","08",1996,45850,1.00244892417908,45962.2831736108,1.41621211902828,65092.3424486773,2,130184.684897355,25928,0.166085158403674,156112.684897355,25928,0.166085158403674,156112.684897355,1.5,4.98778529199837,3.53054456519599
"SX","Sockeye","08",1997,20000,1.04360549394796,20872.1098789592,1.41621211902828,29559.3349602719,2,59118.6699205438,31542,0.347912717032025,90660.6699205438,31542,0.347912717032025,90660.6699205438,1.5,4.7910824818342,3.53054456519599
"SX","Sockeye","08",1998,30000,1.04360549394796,31308.1648184388,1.41621211902828,44339.0024404079,2,88678.0048808157,22385,0.201552263276344,111063.004880816,22385,0.201552263276344,111063.004880816,1.5,4.7910824818342,3.53054456519599
"SX","Sockeye","08",1999,28200,1.00244892417908,28269.05966185,1.41621211902828,40034.9848866456,2,80069.9697732911,6006,0.0697755716934557,86075.9697732911,6006,0.0697755716934557,86075.9697732911,1.5,4.98778529199837,3.53054456519599
"SX","Sockeye","08",2000,17050,1,17050,1.41621211902828,24146.4166294322,2,48292.8332588644,2556,0.050266640081745,50848.8332588644,2556,0.050266640081745,50848.8332588644,1.5,5,3.53054456519599
"SX","Sockeye","08",2001,31150,1.05377567271298,32825.1122050094,1.41621211902828,46487.3217131975,2,92974.6434263949,2402,0.0251843628975442,95376.6434263949,2402,0.0251843628975442,95376.6434263949,1.5,4.74484288209778,3.53054456519599
"SX","Sockeye","08",2002,53600,1,53600,1.41621211902828,75908.9695799159,2,151817.939159832,5793,0.0367550630107303,157610.939159832,5793,0.0367550630107303,157610.939159832,1.5,5,3.53054456519599
"SX","Sockeye","08",2003,21200,1,21200,1.41621211902828,30023.6969233996,2,60047.3938467991,19181,0.242097549485725,79228.3938467991,19181,0.242097549485725,79228.3938467991,1.5,5,3.53054456519599
"SX","Sockeye","08",2004,27800,1,27800,1.41621211902828,39370.6969089862,2,78741.3938179724,4982,0.0595054712047583,83723.3938179724,4982,0.0595054712047583,83723.3938179724,1.5,5,3.53054456519599
"SX","Sockeye","08",2005,7400,1.00663861063363,7449.12571868887,1.41621211902828,10549.5421189724,2,21099.0842379449,1089,0.0490803977631224,22188.0842379449,1089,0.0490803977631224,22188.0842379449,1.5,4.96702584937879,3.53054456519599
"SX","Sockeye","08",2006,9200,1.00663861063363,9261.07521782941,1.41621211902828,13115.6469587225,2,26231.293917445,1189,0.0433620443157814,27420.293917445,1189,0.0433620443157814,27420.293917445,1.5,4.96702584937879,3.53054456519599
"SX","Sockeye","08",2007,1200,1.16941333088505,1403.29599706206,1.41621211902828,1987.36479762317,2,3974.72959524634,373,0.0857919039877332,4347.72959524634,373,0.0857919039877332,4347.72959524634,1.5,4.27564819721682,3.53054456519599
"SX","Sockeye","08",2008,1600,1.10355657598336,1765.69052157338,1.41621211902828,2500.59231510559,2,5001.18463021119,258,0.0490570341489684,5259.18463021119,258,0.0490570341489684,5259.18463021119,1.5,4.53080531511904,3.53054456519599
"SX","Sockeye","08",2009,5200,1.06115010517985,5517.9805469352,1.41621211902828,7814.63092313194,2,15629.2618462639,1071,0.0641307309944724,16700.2618462639,1071,0.0641307309944724,16700.2618462639,1.5,4.71186873147657,3.53054456519599
"SX","Sockeye","08",2010,2350,4.70399468181544,11054.3875022663,1.41621211902828,15655.3575491443,2,31310.7150982885,301,0.00952178643468466,31611.7150982885,301,0.00952178643468466,31611.7150982885,1.5,1.06292637177692,3.53054456519599
"SX","Sockeye","08",2011,4050,2.88927245731255,11701.5534521158,1.41621211902828,16571.8818103436,2,33143.7636206873,483,0.0143635589035056,33626.7636206873,483,0.0143635589035056,33626.7636206873,1.5,1.73053946066781,3.53054456519599
"SX","Sockeye","08",2012,10800,1.04830976430976,11321.7454545455,1.41621211902828,16033.9931212806,2,32067.9862425613,509,0.0156245269654502,32576.9862425613,509,0.0156245269654502,32576.9862425613,1.5,4.76958258925704,3.53054456519599
"SX","Sockeye","08",2013,2250,4.70399468181544,10583.9880340847,1.41621211902828,14989.1721215211,2,29978.3442430422,2320,0.0718303075396746,32298.3442430422,2320,0.0718303075396746,32298.3442430422,1.5,1.06292637177692,3.53054456519599
"SX","Sockeye","08",2014,3312,4.70399468181544,15579.6303861727,1.41621211902828,22064.0613628791,2,44128.1227257581,650,0.0145160172073514,44778.1227257581,650,0.0145160172073514,44778.1227257581,1.5,1.06292637177692,3.53054456519599
"SX","Sockeye","08",2015,3250,4.43086468947458,14400.3102407924,1.41621211902828,20393.8938807773,2,40787.7877615545,1811,0.0425129468504367,42598.7877615545,1811,0.0425129468504367,42598.7877615545,1.5,1.12844791037681,3.53054456519599
"SX","Sockeye","08",2016,2325,4.43086468947458,10301.7604030284,1.41621211902828,14589.4779300945,2,29178.955860189,5295,0.153594209538185,34473.955860189,5295,0.153594209538185,34473.955860189,1.5,1.12844791037681,3.53054456519599
"SX","Sockeye","08",2017,13470,1.19976262774173,16160.8025956811,1.41621211902828,22887.1244892272,2,45774.2489784544,753,0.0161840645327794,46527.2489784544,753,0.0161840645327794,46527.2489784544,1.5,4.16749103896604,3.53054456519599
"SX","Sockeye","09",1960,45900,1,45900,6.29,288711,1,288711,516503,0.641448111930493,805214,516503,0.641448111930493,805214,2.375,5,0.794912559618442
"SX","Sockeye","09",1961,64500,1,64500,6.29,405705,1,405705,842953,0.675087173589566,1248658,842953,0.675087173589566,1248658,2.375,5,0.794912559618442
"SX","Sockeye","09",1962,176000,1,176000,6.29,1107040,1,1107040,1035917,0.483405406641384,2142957,1035917,0.483405406641384,2142957,2.375,5,0.794912559618442
"SX","Sockeye","09",1963,5e+05,1,5e+05,6.29,3145000,1,3145000,437459,0.122111376571232,3582459,437459,0.122111376571232,3582459,2.375,5,0.794912559618442
"SX","Sockeye","09",1964,268500,1,268500,6.29,1688865,1,1688865,1054391,0.384357493431164,2743256,1054391,0.384357493431164,2743256,2.375,5,0.794912559618442
"SX","Sockeye","09",1965,37575,1.09701706946058,41220.4163849814,6.29,259276.419061533,1,259276.419061533,645359,0.713391258402743,904635.419061533,645359,0.713391258402743,904635.419061533,2.375,4.55781422112106,0.794912559618442
"SX","Sockeye","09",1966,74000,1,74000,6.29,465460,1,465460,528497,0.53171012428103,993957,528497,0.53171012428103,993957,2.375,5,0.794912559618442
"SX","Sockeye","09",1967,145750,1,145750,6.29,916767.5,1,916767.5,1103138,0.546133470105408,2019905.5,1103138,0.546133470105408,2019905.5,2.375,5,0.794912559618442
"SX","Sockeye","09",1968,285000,1,285000,6.29,1792650,1,1792650,2728652,0.603510227806061,4521302,2728652,0.603510227806061,4521302,2.375,5,0.794912559618442
"SX","Sockeye","09",1969,28250,1,28250,6.29,177692.5,1,177692.5,729830,0.804200446820878,907522.5,729830,0.804200446820878,907522.5,2.375,5,0.794912559618442
"SX","Sockeye","09",1970,28250,1,28250,6.29,177692.5,1,177692.5,21019,0.105776464874957,198711.5,21019,0.105776464874957,198711.5,2.375,5,0.794912559618442
"SX","Sockeye","09",1971,89800,1,89800,6.29,564842,1,564842,403738,0.416834954262942,968580,403738,0.416834954262942,968580,2.375,5,0.794912559618442
"SX","Sockeye","09",1972,62000,1,62000,6.29,389980,1,389980,379856,0.493424573545534,769836,379856,0.493424573545534,769836,2.375,5,0.794912559618442
"SX","Sockeye","09",1973,457500,1,457500,6.29,2877675,1,2877675,1762156,0.379788832826023,4639831,1762156,0.379788832826023,4639831,2.375,5,0.794912559618442
"SX","Sockeye","09",1974,161500,1,161500,6.29,1015835,1,1015835,120574,0.106100884452693,1136409,120574,0.106100884452693,1136409,2.375,5,0.794912559618442
"SX","Sockeye","09",1975,136500,1,136500,6.29,858585,1,858585,43031,0.0477265265922521,901616,43031,0.0477265265922521,901616,2.375,5,0.794912559618442
"SX","Sockeye","09",1976,63500,1,63500,6.29,399415,1,399415,614193,0.605947269555884,1013608,614193,0.605947269555884,1013608,2.375,5,0.794912559618442
"SX","Sockeye","09",1977,62600,1,62600,6.29,393754,1,393754,660654,0.626563910744228,1054408,660654,0.626563910744228,1054408,2.375,5,0.794912559618442
"SX","Sockeye","09",1978,140000,1,140000,6.29,880600,1,880600,578908,0.396645993033269,1459508,578908,0.396645993033269,1459508,2.375,5,0.794912559618442
"SX","Sockeye","09",1979,65500,1,65500,6.29,411995,1,411995,28828,0.0653958618311658,440823,28828,0.0653958618311658,440823,2.375,5,0.794912559618442
"SX","Sockeye","09",1980,70500,1,70500,6.29,443445,1,443445,9185,0.0202925126482999,452630,9185,0.0202925126482999,452630,2.375,5,0.794912559618442
"SX","Sockeye","09",1981,148000,1,148000,6.29,930920,1,930920,99506,0.0965678272869668,1030426,99506,0.0965678272869668,1030426,2.375,5,0.794912559618442
"SX","Sockeye","09",1982,233000,1,233000,6.29,1465570,1,1465570,44680,0.0295845058765105,1510250,44680,0.0295845058765105,1510250,2.375,5,0.794912559618442
"SX","Sockeye","09",1983,160500,1,160500,6.29,1009545,1,1009545,37688,0.0359881707318238,1047233,37688,0.0359881707318238,1047233,2.375,5,0.794912559618442
"SX","Sockeye","09",1984,99700,1,99700,6.29,627113,1,627113,55679,0.0815460638085976,682792,55679,0.0815460638085976,682792,2.375,5,0.794912559618442
"SX","Sockeye","09",1985,217425,1,217425,6.29,1367603.25,1,1367603.25,185543,0.119462671335684,1553146.25,185543,0.119462671335684,1553146.25,2.375,5,0.794912559618442
"SX","Sockeye","09",1986,185000,1,185000,6.29,1163650,1,1163650,338441,0.225313246667479,1502091,338441,0.225313246667479,1502091,2.375,5,0.794912559618442
"SX","Sockeye","09",1987,153200,1,153200,6.29,963628,1,963628,399854,0.29325946363795,1363482,399854,0.29325946363795,1363482,2.375,5,0.794912559618442
"SX","Sockeye","09",1988,85500,1,85500,6.29,537795,1,537795,373018,0.409544000799286,910813,373018,0.409544000799286,910813,2.375,5,0.794912559618442
"SX","Sockeye","09",1989,42600,1,42600,6.29,267954,1,267954,64746,0.194607754733995,332700,64746,0.194607754733995,332700,2.375,5,0.794912559618442
"SX","Sockeye","09",1990,92500,1,92500,6.29,581825,1,581825,235178,0.287854512162134,817003,235178,0.287854512162134,817003,2.375,5,0.794912559618442
"SX","Sockeye","09",1991,79000,1.09701706946058,86664.3484873861,6.29,545118.751985659,1,545118.751985659,169219,0.236889341952905,714337.751985659,169219,0.236889341952905,714337.751985659,2.375,4.55781422112106,0.794912559618442
"SX","Sockeye","09",1992,90500,1,90500,6.29,569245,1,569245,509157,0.472140259383792,1078402,509157,0.472140259383792,1078402,2.375,5,0.794912559618442
"SX","Sockeye","09",1993,67000,1,67000,6.29,421430,1,421430,85887,0.169296514802382,507317,85887,0.169296514802382,507317,2.375,5,0.794912559618442
"SX","Sockeye","09",1994,26000,1,26000,6.29,163540,1,163540,41702,0.203184533380107,205242,41702,0.203184533380107,205242,2.375,5,0.794912559618442
"SX","Sockeye","09",1995,36500,1,36500,6.29,229585,1,229585,49680,0.177895547240077,279265,49680,0.177895547240077,279265,2.375,5,0.794912559618442
"SX","Sockeye","09",1996,15205,1,15205,6.29,95639.45,1,95639.45,2697,0.0274262493714182,98336.45,2697,0.0274262493714182,98336.45,2.375,5,0.794912559618442
"SX","Sockeye","09",1997,83100,1,83100,6.29,522699,1,522699,1927,0.00367309283184592,524626,1927,0.00367309283184592,524626,2.375,5,0.794912559618442
"SX","Sockeye","09",1998,11960,1,11960,6.29,75228.4,1,75228.4,2161,0.0279237208196471,77389.4,2161,0.0279237208196471,77389.4,2.375,5,0.794912559618442
"SX","Sockeye","09",1999,1180,1,1180,6.29,7422.2,1,7422.2,657,0.0813199326666007,8079.2,657,0.0813199326666007,8079.2,2.375,5,0.794912559618442
"SX","Sockeye","09",2000,7040,1,7040,6.29,44281.6,1,44281.6,200,0.00449624114240495,44481.6,200,0.00449624114240495,44481.6,2.375,5,0.794912559618442
"SX","Sockeye","09",2001,10500,1,10500,6.29,66045,1,66045,1600,0.0236528937837239,67645,1600,0.0236528937837239,67645,2.375,5,0.794912559618442
"SX","Sockeye","09",2002,33300,1,33300,6.29,209457,1,209457,1397,0.0066254375065211,210854,1397,0.0066254375065211,210854,2.375,5,0.794912559618442
"SX","Sockeye","09",2003,46300,1,46300,6.29,291227,1,291227,1159,0.0039639380818507,292386,1159,0.0039639380818507,292386,2.375,5,0.794912559618442
"SX","Sockeye","09",2004,38750,1,38750,6.29,243737.5,1,243737.5,1551,0.00632316639385866,245288.5,1551,0.00632316639385866,245288.5,2.375,5,0.794912559618442
"SX","Sockeye","09",2005,49650,1,49650,6.29,312298.5,1,312298.5,1413,0.00450413835641983,313711.5,1413,0.00450413835641983,313711.5,2.375,5,0.794912559618442
"SX","Sockeye","09",2006,35900,1,35900,6.29,225811,1,225811,1216,0.00535619111383228,227027,1216,0.00535619111383228,227027,2.375,5,0.794912559618442
"SX","Sockeye","09",2007,32880,1,32880,6.29,206815.2,1,206815.2,1251,0.00601250948015583,208066.2,1251,0.00601250948015583,208066.2,2.375,5,0.794912559618442
"SX","Sockeye","09",2008,27656,1,27656,6.29,173956.24,1,173956.24,4278,0.0240021221511647,178234.24,4278,0.0240021221511647,178234.24,2.375,5,0.794912559618442
"SX","Sockeye","09",2009,26170,1,26170,6.29,164609.3,1,164609.3,2218,0.0132951860996372,166827.3,2218,0.0132951860996372,166827.3,2.375,5,0.794912559618442
"SX","Sockeye","09",2010,33200,1.09701706946058,36420.9667060914,6.29,229087.880581315,1,229087.880581315,2840,0.0122451858434686,231927.880581315,2840,0.0122451858434686,231927.880581315,2.375,4.55781422112106,0.794912559618442
"SX","Sockeye","09",2011,136000,1,136000,6.29,855440,1,855440,898,0.00104865135028458,856338,898,0.00104865135028458,856338,2.375,5,0.794912559618442
"SX","Sockeye","09",2012,49900,1,49900,6.29,313871,1,313871,1616,0.00512223958514931,315487,1616,0.00512223958514931,315487,2.375,5,0.794912559618442
"SX","Sockeye","09",2013,64150,1,64150,6.29,403503.5,1,403503.5,1098,0.00271378133793374,404601.5,1098,0.00271378133793374,404601.5,2.375,5,0.794912559618442
"SX","Sockeye","09",2014,40494,1,40494,6.29,254707.26,1,254707.26,2506,0.00974288806105875,257213.26,2506,0.00974288806105875,257213.26,2.375,5,0.794912559618442
"SX","Sockeye","09",2015,48800,1,48800,6.29,306952,1,306952,865,0.00281011120243521,307817,865,0.00281011120243521,307817,2.375,5,0.794912559618442
"SX","Sockeye","09",2016,90386,1,90386,6.29,568527.94,1,568527.94,2500,0.00437806948640727,571027.94,2500,0.00437806948640727,571027.94,2.375,5,0.794912559618442
"SX","Sockeye","09",2017,23573,1,23573,6.29,148274.17,1,148274.17,2175,0.014456709864202,150449.17,2175,0.014456709864202,150449.17,2.375,5,0.794912559618442
"SX","Sockeye","10",1960,18500,1,18500,1.0004381941886,18508.1065924892,1,18508.1065924892,219377,0.92219728734765,237885.106592489,219377,0.92219728734765,237885.106592489,4,5,4.99780998870721
"SX","Sockeye","10",1961,22500,1,22500,1.0004381941886,22509.8593692436,1,22509.8593692436,213291,0.904538688156369,235800.859369244,213291,0.904538688156369,235800.859369244,4,5,4.99780998870721
"SX","Sockeye","10",1962,110000,1,110000,1.0004381941886,110048.201360746,1,110048.201360746,252073,0.69610119223283,362121.201360746,252073,0.69610119223283,362121.201360746,4,5,4.99780998870721
"SX","Sockeye","10",1963,68687,1,68687,1.0004381941886,68717.0982442326,1,68717.0982442326,175015,0.718062993182891,243732.098244233,175015,0.718062993182891,243732.098244233,4,5,4.99780998870721
"SX","Sockeye","10",1964,50000,1,50000,1.0004381941886,50021.9097094301,1,50021.9097094301,236437,0.82537841200272,286458.90970943,236437,0.82537841200272,286458.90970943,4,5,4.99780998870721
"SX","Sockeye","10",1965,11000,1,11000,1.0004381941886,11004.8201360746,1,11004.8201360746,289825,0.963418453226822,300829.820136075,289825,0.963418453226822,300829.820136075,4,5,4.99780998870721
"SX","Sockeye","10",1966,50000,1,50000,1.0004381941886,50021.9097094301,1,50021.9097094301,172267,0.77496893671026,222288.90970943,172267,0.77496893671026,222288.90970943,4,5,4.99780998870721
"SX","Sockeye","10",1967,50000,1,50000,1.0004381941886,50021.9097094301,1,50021.9097094301,297293,0.855975345972681,347314.90970943,297293,0.855975345972681,347314.90970943,4,5,4.99780998870721
"SX","Sockeye","10",1968,197929,1,197929,1.0004381941886,198015.731337556,1,198015.731337556,471989,0.704456219372885,670004.731337556,471989,0.704456219372885,670004.731337556,4,5,4.99780998870721
"SX","Sockeye","10",1969,110000,1,110000,1.0004381941886,110048.201360746,1,110048.201360746,168927,0.605526939943162,278975.201360746,168927,0.605526939943162,278975.201360746,4,5,4.99780998870721
"SX","Sockeye","10",1970,70065,1,70065,1.0004381941886,70095.7020758245,1,70095.7020758245,82876,0.541773405638909,152971.702075824,82876,0.541773405638909,152971.702075824,4,5,4.99780998870721
"SX","Sockeye","10",1971,135068,1,135068,1.0004381941886,135127.186012666,1,135127.186012666,143632,0.51525476901584,278759.186012666,143632,0.51525476901584,278759.186012666,4,5,4.99780998870721
"SX","Sockeye","10",1972,76248,1,76248,1.0004381941886,76281.4114304926,1,76281.4114304926,59502,0.438212587039463,135783.411430493,59502,0.438212587039463,135783.411430493,4,5,4.99780998870721
"SX","Sockeye","10",1973,170002,1,170002,1.0004381941886,170076.493888451,1,170076.493888451,294745,0.634103637364785,464821.493888451,294745,0.634103637364785,464821.493888451,4,5,4.99780998870721
"SX","Sockeye","10",1974,91043,1,91043,1.0004381941886,91082.894513513,1,91082.894513513,348602,0.792845067797266,439684.894513513,348602,0.792845067797266,439684.894513513,4,5,4.99780998870721
"SX","Sockeye","10",1975,62967,1,62967,1.0004381941886,62994.5917734738,1,62994.5917734738,52714,0.45557550387615,115708.591773474,52714,0.45557550387615,115708.591773474,4,5,4.99780998870721
"SX","Sockeye","10",1976,60904,1,60904,1.0004381941886,60930.6877788627,1,60930.6877788627,93181,0.604632921376521,154111.687778863,93181,0.604632921376521,154111.687778863,4,5,4.99780998870721
