"SpeciesId","Species Name","CU","CU Name","Year","T_Idx_E","ExpFactor1","AdjSum","ExpFactor2","ObsE","ExpFactor3","TE","CDN Harvest","CDN ER","TRTC","Total Harvest","Total ER","Total Run","Q1","Q2","Q3"
"CO","Coho","CO_20","Smith Inlet",1954,300,1.11377777777778,334.133333333333,1.10747758378366,370.045176661581,3,1110.13552998474,330.233713142711,0.220512191830055,1440.36924312745,387.440229441824,0.258711605742188,1497.57575942657,3,4.48922585794094,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1955,750,1.11377777777778,835.333333333333,1.10747758378366,925.112941653952,3,2775.33882496186,825.584282856778,0.220512191830055,3600.92310781863,968.600573604559,0.258711605742188,3743.93939856642,3,4.48922585794094,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1956,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1957,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1958,25,1.11377777777778,27.8444444444444,1.10747758378366,30.8370980551317,3,92.5112941653952,27.5194760952259,0.220512191830055,120.030770260621,32.2866857868186,0.258711605742188,124.797979952214,3,4.48922585794094,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1959,200,1.11377777777778,222.755555555556,1.10747758378366,246.696784441054,3,740.090353323162,220.155808761808,0.220512191830055,960.246162084969,258.293486294549,0.258711605742188,998.383839617711,3,4.48922585794094,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1960,200,9.7890625,1957.8125,1.10747758378366,2168.23345700145,3,6504.70037100435,1934.96316294557,0.220512191830055,8439.66353394993,2270.15759438568,0.258711605742188,8774.85796539004,3,0.510774142059058,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1961,3900,1,3900,1.10747758378366,4319.16257675628,3,12957.4877302688,3854.48368293069,0.220512191830055,16811.9714131995,4522.1974106837,0.258711605742188,17479.6851409525,3,5,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1962,3700,1,3700,1.10747758378366,4097.66705999955,3,12293.0011799986,3656.81785303681,0.220512191830055,15949.8190330355,4290.28985116145,0.258711605742188,16583.2910311601,3,5,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1963,1525,1,1525,1.10747758378366,1688.90331527008,3,5066.70994581025,1328.04793593214,0.200465628936413,6394.7578817424,1558.10620336311,0.235192368856535,6624.81614917336,3,5,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1964,1900,1,1900,1.10747758378366,2104.20740918896,3,6312.62222756687,2265.99461822675,0.252586692459881,8578.61684579362,2658.53375915108,0.296342384759234,8971.15598671795,3,5,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1965,825,1,825,1.10747758378366,913.669006621521,3,2741.00701986456,681.333177818939,0.192447003778957,3422.3401976835,799.360792780172,0.225784674102274,3540.36781264474,3,5,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1966,75,9.7890625,734.1796875,1.10747758378366,813.087546375544,3,2439.26263912663,798.654361806499,0.236549442144968,3237.91700093313,937.005571715515,0.277526995250711,3376.26821084215,3,0.510774142059058,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1967,100,1,100,1.10747758378366,110.747758378366,3,332.243275135099,80.3769605773566,0.188437691200229,412.620235712455,94.3006931411323,0.221080826725143,426.543968276231,3,5,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1968,150,1,150,1.10747758378366,166.121637567549,3,498.364912702648,163.172798581376,0.236549442144968,661.537711284024,191.43928679902,0.277526995250711,689.804199501668,3,5,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1969,475,1,475,1.10747758378366,526.051852297239,3,1578.15555689172,413.654275126406,0.200465628936413,1991.80983201812,485.311768260641,0.235192368856535,2063.46732515236,3,5,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1970,75,2.92,219,1.10747758378366,242.537590848622,3,727.612772545866,227.198150563674,0.228530816987511,954.81092310954,266.555775742702,0.26811930049645,994.168548288568,3,1.71232876712329,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1971,200,2.92,584,1.10747758378366,646.766908929659,3,1940.30072678898,605.861734836465,0.228530816987511,2546.16246162544,710.815401980539,0.26811930049645,2651.11612876951,3,1.71232876712329,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1972,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1973,350,1,350,1.10747758378366,387.617154324282,3,1162.85146297284,312.817788781413,0.204474941515142,1475.66925175426,367.007337638416,0.239896216233666,1529.85880061126,3,5,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1974,600,1,600,1.10747758378366,664.486550270197,3,1993.45965081059,607.635011722155,0.224521504408783,2601.09466253275,712.895864320126,0.263415453119319,2706.35551513072,3,5,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1975,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1976,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1977,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1978,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1979,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1980,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1981,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1982,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1983,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1984,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1985,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1986,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1987,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1988,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1989,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1990,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1991,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1992,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1993,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1994,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1995,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1996,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1997,,,,,,,,,,,,,,,,
"CO","Coho","CO_20","Smith Inlet",1998,6500,1.52083333333333,9885.41666666667,1.10747758378366,10947.8773646947,1,10947.8773646947,618.877032781096,0.0515747601337099,11566.7543974758,1051.73312649571,0.0876472721566956,11999.6104911905,3,3.28767123287671,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",1999,4600,1.52083333333333,6995.83333333333,1.10747758378366,7747.7285965532,1,7747.7285965532,346.152111403223,0.0410584067851055,8093.88070795642,682.995791145014,0.0810127054018768,8430.72438769822,3,3.28767123287671,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",2000,9700,1.52083333333333,14752.0833333333,1.10747758378366,16337.6016057752,1,16337.6016057752,660.83839811571,0.0367813233199796,16998.4400038909,1629.08198433755,0.0906723812531574,17966.6835901128,3,3.28767123287671,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",2001,10650,1.52083333333333,16196.875,1.10747758378366,17937.675989846,1,17937.675989846,1134.94943597922,0.0566758530023749,19072.6254258252,2087.59713540651,0.104248122976859,20025.2731252525,3,3.28767123287671,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",2002,15000,1.52083333333333,22812.5,1.10747758378366,25264.3323800648,1,25264.3323800648,1670.29239176103,0.0603653798512094,26934.6247718258,2405.3749236584,0.0869317082849929,27669.7073037232,3,3.28767123287671,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",2003,23700,1.52083333333333,36043.75,1.10747758378366,39917.6451605024,1,39917.6451605024,3551.68590983099,0.078647681451107,43469.3310703334,5241.80320847433,0.116073233792539,45159.4483689767,3,3.28767123287671,4.51476406675218
"CO","Coho","CO_20","Smith Inlet",2004,13900,1.52083333333333,21139.5833333333,1.10747758378366,23411.6146721934,1,23411.6146721934,3626.40441993769,0.128281511612795,27038.0190921311,4857.4973326888,0.171830559511381,28269.1120048822,3,3.28767123287671,4.51476406675218
