"","Year","Species Name","Escapement","CDN Harvest","Total Harvest","TRTC","Total Run","SEAK Harvest","SEAK ER","CDN ER","Total ER"
"70",1982,"Coho",115502.651206323,52096.4913905361,130966.829921199,167599.142596859,246469.481127522,78870.3385306629,0.320000424271011,0.211370962247377,0.531371386518388
"71",1983,"Coho",116046.619736337,132819.752132094,333899.297694734,248866.371868431,449945.917431071,201079.54556264,0.44689714424055,0.295190481759269,0.742087625999819
"72",1984,"Coho",199152.922932932,153528.721598093,385960.156487799,352681.644531025,585113.079420731,232431.434889706,0.397241905991601,0.262391539341572,0.659633445333172
"73",1985,"Coho",184574.566328555,161239.005574283,405343.255487384,345813.571902838,589917.821815939,244104.249913101,0.413793652074584,0.273324520147471,0.687118172222055
"74",1986,"Coho",168475.55152951,212698.795957597,534709.464900411,381174.347487107,703185.016429921,322010.668942814,0.457931641629206,0.302479135629868,0.760410777259074
"75",1987,"Coho",129647.201762943,73100.0724069244,183768.320948465,202747.274169868,313415.522711409,110668.248541541,0.353103916436976,0.233236923859175,0.586340840296151
"76",1988,"Coho",52997.4234973286,28777.7184849496,72345.1131110762,81775.1419822782,125342.536608405,43567.3946261266,0.34758666774265,0.229592596923875,0.577179264666525
"77",1989,"Coho",121749.910284998,62433.1833870727,156940.531860452,184183.09367207,278690.442145449,94507.3484733793,0.339112270036357,0.224023410729273,0.563135680765631
"78",1990,"Coho",254029.54254059,178542.306526951,449229.890175687,432571.84906754,703259.432716277,270687.583648736,0.38490430566033,0.253878296146484,0.638782601806813
"79",1991,"Coho",112957.592439551,59582.3790404882,212774.918535242,172539.971480039,325732.510974793,153192.539494754,0.470301656522731,0.182918121566008,0.653219778088739
"80",1992,"Coho",166080.0397812,77605.7137261267,298083.843319993,243685.753507327,464163.883101193,220478.129593866,0.475000614267525,0.167194640840265,0.64219525510779
"81",1993,"Coho",69874.5088738418,30857.2728365528,121995.743836969,100731.781710395,191870.252710811,91138.4710004162,0.475000526203409,0.160823642021576,0.635824168224985
"82",1994,"Coho",185400.455430477,129393.15118338,494499.609428902,314793.606613857,679900.064859378,365106.458245522,0.537000181520847,0.190312014766673,0.727312196287521
"83",1995,"Coho",130278.197262208,57903.6208651832,286052.72162734,188181.818127391,416330.918889549,228149.100762157,0.547999416835731,0.139080760611356,0.687080177447087
"84",1996,"Coho",143836.494634242,84844.1897114192,232283.61809163,228680.684345661,376120.112725872,147439.428380211,0.392000915111044,0.225577380312167,0.617578295423211
"85",1997,"Coho",46394.5672916258,9633.85214446583,56221.3659421203,56028.4194360916,102615.933233746,46587.5137976545,0.453998831658375,0.0938826149202497,0.547881446578624
"86",1998,"Coho",125314.230464797,4056.44372434284,114261.092107684,129370.67418914,239575.322572481,110204.648383341,0.46,0.0169318095068644,0.476931809506864
"87",1999,"Coho",150652.687848598,5699.3874334053,151769.281729476,156352.075282003,302421.969578074,146069.894296071,0.483000274417434,0.0188458115042265,0.501846085921661
"88",2000,"Coho",112242.69213408,28975.3221643889,126705.113032462,141218.014298469,238947.805166542,97729.7908680731,0.409000579854489,0.121262139839258,0.530262719693746
"89",2001,"Coho",257944.673600822,63957.4591663278,297059.310769754,321902.13276715,555003.984370576,233101.851603426,0.42000032102073,0.115237837866806,0.535238158887536
"90",2002,"Coho",304360.642051426,22741.4447843806,87848.0919997984,327102.086835807,392208.734051225,65106.6472154178,0.165999993276321,0.0579830146806736,0.223983007956995
"91",2003,"Coho",186088.484073136,40964.1517895382,157930.982224511,227052.635862674,344019.466297647,116966.830434973,0.340000615935415,0.119075098366951,0.459075714302366
"92",2004,"Coho",177098.878055912,57117.7779262307,219879.09796935,234216.655982143,396977.976025262,162761.320043119,0.410000881340485,0.143881478005712,0.553882359346197
"93",2005,"Coho",230255.834660182,73327.1431646178,308652.74078234,303582.977824799,538908.575442521,235325.597617722,0.436670723646374,0.136066016586219,0.572736740232593
