"SpeciesId","Species Name","CU","CU Name","Year","T_Idx_E","ExpFactor1","AdjSum","ExpFactor2","ObsE","ExpFactor3","TE","CDN Harvest","CDN ER","TRTC","Total Harvest","Total ER","Total Run","Q1","Q2","Q3"
"CM","Chum","CM_27","Lower Skeena",2011,3045,1.07693332445214,3279.26197295677,1.41756275206887,4648.55962713941,1.5,6972.83944070911,759.148393602367,0.0911864826901371,7731.98783431148,1352.39003636204,0.162444775857135,8325.22947707115,1.66666666666667,4.64281296387927,3.52718071401263
"CM","Chum","CM_27","Lower Skeena",2012,1556,1.53473029734925,2388.04034267543,1.41756275206887,3385.19704021448,1.5,5077.79556032172,78.5527325447131,0.0132683969841393,5156.34829286644,842.49252260291,0.14230600112735,5920.28808292463,1.66666666666667,3.25790141019297,3.52718071401263
"CM","Chum","CM_27","Lower Skeena",2013,385,1.4077492381367,541.983456682629,1.41756275206887,768.29556043083,1.5,1152.44334064624,0.465428218181881,0.000353426355907321,1152.90876886443,164.459630517371,0.124883635407136,1316.90297116362,1.66666666666667,3.55176892627412,3.52718071401263
"CM","Chum","CM_27","Lower Skeena",2014,519,1.72371331858525,894.607212345745,1.41756275206887,1268.1618619535,1.5,1902.24279293025,55.5010463245602,0.0242516761124282,1957.74383925481,386.301968564309,0.168798082984416,2288.54476149456,1.66666666666667,2.90071437407224,3.52718071401263
"CM","Chum","CM_27","Lower Skeena",2015,549,1.72371331858525,946.318611903302,1.41756275206887,1341.46601582364,1.5,2012.19902373546,22.762881944147,0.0099109662168611,2034.96190567961,284.537888294518,0.123887889293784,2296.73691202998,1.66666666666667,2.90071437407224,3.52718071401263
"CM","Chum","CM_27","Lower Skeena",2016,228,4.50048712595685,1026.11106471816,1.41756275206887,1454.5768248302,1.5,2181.8652372453,81.3300704644229,0.0315423912589281,2263.19530770973,396.571818994128,0.153803180122037,2578.43705623943,1.66666666666667,1.11099084611578,3.52718071401263
"CM","Chum","CM_27","Lower Skeena",2017,362,1.72371331858525,623.984221327861,1.41756275206887,884.536790033076,1.5,1326.80518504961,0.0281893280422303,2.00243707816736e-05,1326.83337437766,80.9458174452737,0.0575000957568614,1407.75100249489,1.66666666666667,2.90071437407224,3.52718071401263
"CM","Chum","CM_28","Middle Skeena",1954,3500,5.48979591836735,19214.2857142857,1.77596172935913,34123.8360855434,1.5,51185.754128315,42696.6510241301,0.371083164688927,93882.4051524451,63873.7664509114,0.555136733834467,115059.520579226,1.5,0.910780669144981,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1955,1500,5.48979591836735,8234.69387755102,1.77596172935913,14624.5011795186,1.5,21936.7517692779,13058.1675948284,0.304466060677026,34994.9193641063,20951.9944042419,0.488519629822567,42888.7461735198,1.5,0.910780669144981,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1956,3500,5.48979591836735,19214.2857142857,1.77596172935913,34123.8360855434,1.5,51185.754128315,42951.6577028072,0.37228824460098,94137.4118311223,64186.2951525936,0.55634181374652,115372.049280909,1.5,0.910780669144981,2.81537598324502
