"SpeciesId","Species Name","CU","CU Name","Year","T_Idx_E","ExpFactor1","AdjSum","ExpFactor2","ObsE","ExpFactor3","TE","CDN Harvest","CDN ER","TRTC","Total Harvest","Total ER","Total Run","Q1","Q2","Q3"
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1955,217544,1.00054416217019,217662.379215153,1.62187412570026,353020.980987413,1.5,529531.47148112,518224.21331883,0.479431784139237,1047755.68479995,551381.873155052,0.510107378996827,1080913.34463617,2.25714285714286,4.99728066890614,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1957,350708,1.0048438902685,352406.791068285,1.62187412570026,571559.456154708,1.5,857339.184232061,798883.347422941,0.467556207404758,1656222.531655,851296.77176832,0.498231802262348,1708635.95600038,2.25714285714286,4.97589729949393,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1959,153800,1.00816317817397,155055.496803157,1.62187412570026,251480.49831264,1.5,377220.74746896,167416.136538914,0.297960993327579,544636.884007874,184651.914684695,0.328636588185169,561872.662153655,2.25714285714286,4.95951459867459,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1961,242129,1.00188168543218,242584.610612008,1.62187412570026,393441.703244688,1.5,590162.554867032,722142.576107575,0.533405232130444,1312305.13097461,763672.264531545,0.564080826988034,1353834.81939858,2.25714285714286,4.9906092432892,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1963,304800,1.00054416217019,304965.860629475,1.62187412570026,494616.238576856,1.5,741924.357865285,555886.905063053,0.415187291841566,1297811.26292834,596957.915234676,0.445862886699156,1338882.27309996,2.25714285714286,4.99728066890614,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1965,113985,1.08849120250159,124071.669717144,1.62187412570026,201228.630846664,1.5,301842.946269996,406293.128379735,0.556149953488724,708136.07464973,428703.061746478,0.586825548346314,730546.008016473,2.25714285714286,4.59351438808959,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1967,60765,1.05488684764516,64100.199297158,1.62187412570026,103962.45469229,1.5,155943.682038436,172187.886628194,0.508655480656217,328131.56866663,182572.058332738,0.539331075513808,338515.740371173,2.25714285714286,4.73984485744759,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1969,149675,1.0419983291946,155961.099922202,1.62187412570026,252949.272579572,1.5,379423.908869358,280073.706512382,0.41165012977947,659497.61538174,300944.409397475,0.44232572463706,680368.318266834,2.25714285714286,4.79847218552132,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1971,371955,1.00010443321916,371993.844458034,1.62187412570026,603327.191246251,1.5,904990.786869376,317739.990489872,0.251889567985463,1222730.77735925,356434.976138838,0.282565162843053,1261425.76300821,2.25714285714286,4.99947788842998,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1973,143525,1.04149624536921,149480.748616616,1.62187412570026,242438.958471593,1.5,363658.43770739,305124.534543851,0.442243104583654,668782.97225124,326289.085230491,0.472918699441245,689947.522937881,2.25714285714286,4.8007854298385,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1975,213825,1.02927619489479,220084.982373378,1.62187412570026,356950.138366579,1.5,535425.207549868,260532.42184706,0.317278741355309,795957.629396928,285721.588274373,0.347954336212899,821146.795824241,2.25714285714286,4.85778260956584,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1977,366835,1.02008335739884,374202.278411404,1.62187412570026,606908.99313354,1.5,910363.48970031,817324.968458839,0.458562442272462,1727688.45815915,872000.029667928,0.489238037130052,1782363.51936824,2.25714285714286,4.90156021440222,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1979,313430,1.00560037965907,315185.326996543,1.62187412570026,511190.926656067,1.5,766786.389984101,358280.529380589,0.308683914741762,1125066.91936469,393884.808838546,0.339359509599352,1160671.19882265,2.25714285714286,4.97215404959886,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1981,302600,1.00671089986143,304630.71829807,1.62187412570026,494072.679901123,1.5,741109.019851685,745500.976141397,0.486094061104852,1486609.99599308,792546.780112078,0.516769655962443,1533655.79996376,2.25714285714286,4.9666691804849,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1983,208720,1.00671089986143,210120.699019078,1.62187412570026,340789.325013095,1.5,511183.987519642,226462.610385725,0.293471451773021,737646.597905366,260484.292367689,0.337559932365914,771668.27988733,2.25714285714286,4.9666691804849,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1985,466290,1,466290,1.62187412570026,756263.686072773,1.5,1134395.52910916,649457.836962399,0.354520997717249,1783853.36607156,697534.994454295,0.380764982886718,1831930.52356345,2.25714285714286,5,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1987,135427,1.00052830764373,135498.547119267,1.62187412570026,219761.587642716,1.5,329642.381464074,260083.098062599,0.43521965308837,589725.479526673,267948.044926414,0.448380752256775,597590.426390488,2.25714285714286,4.99735985658931,3.08285329963027
"PKo","Pink (odd years)","PKo_12","Hecate Strait-Lowlands",1989,197170,1,197170,1.62187412570026,319784.92136432,1.5,479677.382046479,69660.3149052416,0.121796922695887,549337.696951721,92260.8357948322,0.16131259097015,571938.217841312,2.25714285714286,5,3.08285329963027
