"SpeciesId","Species Name","CU","CU Name","Year","T_Idx_E","ExpFactor1","AdjSum","ExpFactor2","ObsE","ExpFactor3","TE","CDN Harvest","CDN ER","TRTC","Total Harvest","Total ER","Total Run","Q1","Q2","Q3"
"CN","Chinook","CN_54","Middle Skeena-mainstem tributaries",1985,3000,1.00447260529258,3013.41781587775,1.3341383979595,4020.31641725775,1.3,5226.41134243508,4294.56158914519,0.336472591153058,9520.97293158027,7537.06985057429,0.590518349704028,12763.4811930094,2.33333333333333,4.97773654916512,3.74773712206115
"CN","Chinook","CN_54","Middle Skeena-mainstem tributaries",1986,5000,1.00447260529258,5022.36302646291,1.3341383979595,6700.52736209625,1.3,8710.68557072513,9907.65322520728,0.495643735938976,18618.3387959324,11278.7796576362,0.564236187851275,19989.4652283614,2.33333333333333,4.97773654916512,3.74773712206115
"CN","Chinook","CN_54","Middle Skeena-mainstem tributaries",1987,5000,1.00447260529258,5022.36302646291,1.3341383979595,6700.52736209625,1.3,8710.68557072513,3638.6656951249,0.249699582233731,12349.35126585,5861.48816931313,0.402238421932083,14572.1737400383,2.33333333333333,4.97773654916512,3.74773712206115
"CN","Chinook","CN_54","Middle Skeena-mainstem tributaries",1988,6000,1.00447260529258,6026.8356317555,1.3341383979595,8040.63283451551,1.3,10452.8226848702,11025.8015850903,0.367553491163316,21478.6242699604,19544.992191526,0.651547196756155,29997.8148763962,2.33333333333333,4.97773654916512,3.74773712206115
"CN","Chinook","CN_54","Middle Skeena-mainstem tributaries",1989,4500,1.00447260529258,4520.12672381662,1.3341383979595,6030.47462588663,1.3,7839.61701365262,4790.20922486788,0.305312418278463,12629.8262385205,7849.91586508841,0.500328207713875,15689.532878741,2.33333333333333,4.97773654916512,3.74773712206115
"CN","Chinook","CN_54","Middle Skeena-mainstem tributaries",1990,6500,1.00447260529258,6529.07193440179,1.3341383979595,8710.68557072513,1.3,11323.8912419427,8404.62922914767,0.374225750929518,19728.5204710903,11134.8230722698,0.49579076150514,22458.7143142124,2.33333333333333,4.97773654916512,3.74773712206115
"CN","Chinook","CN_54","Middle Skeena-mainstem tributaries",1991,4700,1.00447260529258,4721.02124487514,1.3341383979595,6298.49572037048,1.3,8188.04443648162,11591.3392351511,0.461592055125527,19779.3836716327,16923.6079553667,0.673934462427506,25111.6523918483,2.33333333333333,4.97773654916512,3.74773712206115
"CN","Chinook","CN_54","Middle Skeena-mainstem tributaries",1992,16500,1.00447260529258,16573.7979873276,1.3341383979595,22111.7402949176,1.3,28745.2623833929,15972.3912391567,0.300846563324283,44717.6536225496,24346.224062939,0.45857115128147,53091.4864463319,2.33333333333333,4.97773654916512,3.74773712206115
"CN","Chinook","CN_54","Middle Skeena-mainstem tributaries",1993,4375,1.00447260529258,4394.56764815505,1.3341383979595,5862.96144183422,1.3,7621.84987438449,5777.89217262525,0.366593773491583,13399.7420470097,8139.17115331693,0.516411413893275,15761.0210277014,2.33333333333333,4.97773654916512,3.74773712206115
"CN","Chinook","CN_54","Middle Skeena-mainstem tributaries",1994,5500,1.00447260529258,5524.59932910921,1.3341383979595,7370.58009830588,1.3,9581.75412779764,6448.44151574728,0.35070791968747,16030.1956435449,8805.17457770109,0.478882292890375,18386.9287054987,2.33333333333333,4.97773654916512,3.74773712206115
