Link,SpeciesId,Species Name,StatArea/CU,Year,T_Idx_E,ExpFactor1,AdjSum,ExpFactor2,ObsE,ExpFactor3,TE,CDN Harvest,CDN ER,TRTC,Total Harvest,Total ER,Total Run,Q1,Q2,Q3
PinkOdd02E.1959,PKo,PinkOdd,02E,1959,140525,1.008512449,141721.212,1.096457668,155391.3096,1.5,233086.9644,4728,0.019881003,237814.9644,4728,0.019881003,237814.9644,3.166666667,4.957797004,4.56013957
PinkOdd02E.1961,PKo,PinkOdd,02E,1961,24500,1.095975948,26851.41073,1.478476472,39699.179,1.5,59548.7685,16252,0.214404159,75800.7685,16252,0.214404159,75800.7685,3.166666667,4.562143912,3.381859702
PinkOdd02E.1963,PKo,PinkOdd,02E,1963,59250,1.008512449,59754.36263,1.478476472,88345.41924,1.5,132518.1289,4,3.02E-05,132522.1289,4,3.02E-05,132522.1289,3.166666667,4.957797004,3.381859702
PinkOdd02E.1965,PKo,PinkOdd,02E,1965,20000,1.240900759,24818.01519,1.478476472,36692.85153,1.5,55039.2773,216,0.003909129,55255.2773,216,0.003909129,55255.2773,3.166666667,4.029331083,3.381859702
PinkOdd02E.1967,PKo,PinkOdd,02E,1967,55500,1.008512449,55972.44094,1.478476472,82753.93701,1.5,124130.9055,3360,0.026354821,127490.9055,3360,0.026354821,127490.9055,3.166666667,4.957797004,3.381859702
PinkOdd02E.1969,PKo,PinkOdd,02E,1969,116500,1.048683337,122171.6088,1.478476472,180627.8491,1.5,270941.7736,25732,0.086735001,296673.7736,25732,0.086735001,296673.7736,3.166666667,4.76788352,3.381859702
PinkOdd02E.1971,PKo,PinkOdd,02E,1971,24550,1.009453782,24782.09034,1.395221991,34576.51742,1.5,51864.77613,740,0.014067164,52604.77613,740,0.014067164,52604.77613,3.166666667,4.953173777,3.583659111
PinkOdd02E.1973,PKo,PinkOdd,02E,1973,33500,1.001563314,33552.37103,1.395221991,46813.00591,1.5,70219.50886,391,0.005537419,70610.50886,391,0.005537419,70610.50886,3.166666667,4.99219563,3.583659111
PinkOdd02E.1975,PKo,PinkOdd,02E,1975,15010,1,15010,1.395221991,20942.28208,1.5,31413.42313,5664,0.152761425,37077.42313,5664,0.152761425,37077.42313,3.166666667,5,3.583659111
PinkOdd02E.1977,PKo,PinkOdd,02E,1977,6550,1,6550,1.395221991,9138.704041,1.5,13708.05606,2934,0.176300331,16642.05606,2934,0.176300331,16642.05606,3.166666667,5,3.583659111
PinkOdd02E.1979,PKo,PinkOdd,02E,1979,16250,1.001563314,16275.40386,1.395221991,22707.80137,1.5,34061.70206,0,0,34061.70206,0,0,34061.70206,3.166666667,4.99219563,3.583659111
PinkOdd02E.1981,PKo,PinkOdd,02E,1981,5885,1.008327805,5934.009132,1.202666219,7136.632325,1.5,10704.94849,184,0.016897867,10888.94849,184,0.016897867,10888.94849,3.166666667,4.958704873,4.157429486
PinkOdd02E.1983,PKo,PinkOdd,02E,1983,11710,1,11710,1.202666219,14083.22142,1.5,21124.83213,0,0,21124.83213,0,0,21124.83213,3.166666667,5,4.157429486
PinkOdd02E.1985,PKo,PinkOdd,02E,1985,15920,1,15920,1.202666219,19146.4462,1.5,28719.6693,9381,0.246216147,38100.6693,9381,0.246216147,38100.6693,3.166666667,5,4.157429486
PinkOdd02E.1987,PKo,PinkOdd,02E,1987,33956,1,33956,1.202666219,40837.73412,1.5,61256.60118,234,0.00380546,61490.60118,234,0.00380546,61490.60118,3.166666667,5,4.157429486
PinkOdd02E.1989,PKo,PinkOdd,02E,1989,21645,1.001837153,21684.76517,1.202666219,26079.53453,1.5,39119.30179,2713,0.064854189,41832.30179,2713,0.064854189,41832.30179,3.166666667,4.990831082,4.157429486
PinkOdd02E.1991,PKo,PinkOdd,02E,1991,11629,1.001951764,11651.69706,1.7304369,20162.52654,1.5,30243.78981,136,0.00447666,30379.78981,136,0.00447666,30379.78981,3.166666667,4.990260192,2.889443701
PinkOdd02E.1993,PKo,PinkOdd,02E,1993,13188,1,13188,1.7304369,22821.00184,1.5,34231.50275,205,0.005952985,34436.50275,205,0.005952985,34436.50275,3.166666667,5,2.889443701
PinkOdd02E.1995,PKo,PinkOdd,02E,1995,3411,1,3411,1.7304369,5902.520266,1.5,8853.780399,36,0.004049594,8889.780399,36,0.004049594,8889.780399,3.166666667,5,2.889443701
PinkOdd02E.1997,PKo,PinkOdd,02E,1997,3099,1.001951764,3105.048515,1.7304369,5373.090527,1.5,8059.63579,244,0.029384718,8303.63579,244,0.029384718,8303.63579,3.166666667,4.990260192,2.889443701
PinkOdd02E.1999,PKo,PinkOdd,02E,1999,2080,1.533390228,3189.451675,1.7304369,5519.144869,1.5,8278.717303,0,0,8278.717303,0,0,8278.717303,3.166666667,3.260748574,2.889443701
PinkOdd02E.2001,PKo,PinkOdd,02E,2001,6866,1.005596754,6904.427312,1.000158461,6905.521395,1.5,10358.28209,0,0,10358.28209,0,0,10358.28209,3.166666667,4.972171977,4.99920782
PinkOdd02E.2003,PKo,PinkOdd,02E,2003,153,38.84864865,5943.843243,1.000158461,5944.785111,1.5,8917.177666,0,0,8917.177666,0,0,8917.177666,3.166666667,0.128704606,4.99920782
PinkOdd02E.2005,PKo,PinkOdd,02E,2005,70064,1.58129813,110792.0722,1.000158461,110809.6284,1.5,166214.4426,0,0,166214.4426,0,0,166214.4426,3.166666667,3.161959093,4.99920782
PinkOdd02E.2007,PKo,PinkOdd,02E,2007,36871,1.01813288,37539.57742,1.000158461,37545.52598,1.5,56318.28897,0,0,56318.28897,0,0,56318.28897,3.166666667,4.910950327,4.99920782
PinkOdd02E.2009,PKo,PinkOdd,02E,2009,31423,1.020156139,32056.36636,1.000158461,32061.44604,1.5,48092.16907,0,0,48092.16907,0,0,48092.16907,3.166666667,4.901210519,4.99920782
PinkOdd02E.2011,PKo,PinkOdd,02E,2011,68745,1.047667638,72021.91181,1.000092786,72028.59443,1.5,108042.8916,0,0,108042.8916,0,0,108042.8916,3.166666667,4.772505913,4.999536114
PinkOdd02E.2013,PKo,PinkOdd,02E,2013,1000,38.84864865,38848.64865,1.000092786,38852.25326,1.5,58278.37988,0,0,58278.37988,0,0,58278.37988,3.166666667,0.128704606,4.999536114
PinkOdd02E.2015,PKo,PinkOdd,02E,2015,13500,2.676722533,36135.75419,1.000092786,36139.10708,1.5,54208.66062,,,,,,,3.166666667,1.867956032,4.999536114
PinkOdd02E.2017,PKo,PinkOdd,02E,2017,10750,2.676722533,28774.76723,1.000092786,28777.43712,1.5,43166.15568,,,,,,,3.166666667,1.867956032,4.999536114
PinkOdd4.1955,PKo,PinkOdd,4,1955,294426,1.009058442,297093.0409,1.758702531,522498.2828,1.5,783747.4242,466536.9479,0.304466061,1250284.372,748564.41,0.48851963,1532311.834,2.230769231,4.955114383,2.84300495
PinkOdd4.1957,PKo,PinkOdd,4,1957,436015,1.010877632,440757.8109,1.758702531,775161.8774,1.5,1162742.816,920787.6211,0.360596303,2083530.437,1390770.942,0.544649872,2553513.758,2.230769231,4.946197087,2.84300495
PinkOdd4.1959,PKo,PinkOdd,4,1959,513541,1.009058442,518192.8814,1.758702531,911347.1319,1.5,1367020.698,717600.8359,0.280877767,2084621.534,1187830.276,0.464931336,2554850.974,2.230769231,4.955114383,2.84300495
PinkOdd4.1961,PKo,PinkOdd,4,1961,512319,1.009741797,517309.9076,1.758702531,909794.2436,1.5,1364691.365,808168.8624,0.303481324,2172860.228,1298302.363,0.487534893,2662993.728,2.230769231,4.951760951,2.84300495
PinkOdd4.1963,PKo,PinkOdd,4,1963,782200,1.013114324,792458.0242,1.758702531,1393697.933,1.5,2090546.899,657024.4825,0.195116598,2747571.381,1276795.953,0.379170167,3367342.852,2.230769231,4.935277176,2.84300495
PinkOdd4.1965,PKo,PinkOdd,4,1965,971600,1.008146564,979515.2013,1.758702531,1722675.863,1.5,2584013.795,1232241.585,0.26346327,3816255.379,2093076.802,0.44751684,4677090.597,2.230769231,4.959596333,2.84300495
PinkOdd4.1967,PKo,PinkOdd,4,1967,386631,1,386631,1.758702531,679968.9181,1.5,1019953.377,919562.9709,0.386856303,1939516.348,1357060.94,0.570909872,2377014.317,2.230769231,5,2.84300495
PinkOdd4.1969,PKo,PinkOdd,4,1969,633899,1.00186856,635083.4785,1.758702531,1116922.921,1.5,1675384.381,827099.9377,0.269679709,2502484.319,1391586.959,0.453733278,3066971.341,2.230769231,4.990674623,2.84300495
PinkOdd4.1971,PKo,PinkOdd,4,1971,620150,1.000028174,620167.4722,1.758702531,1090690.103,1.5,1636035.154,836647.2548,0.276080478,2472682.409,1394411.84,0.460134047,3030446.994,2.230769231,4.999859133,2.84300495
PinkOdd4.1973,PKo,PinkOdd,4,1973,775136,1.000028174,775157.8388,1.758702531,1363272.053,1.5,2044908.079,961102.9475,0.260880121,3006011.026,1639170.817,0.44493369,3684078.896,2.230769231,4.999859133,2.84300495
PinkOdd4.1975,PKo,PinkOdd,4,1975,1209517,1.001438907,1211257.382,1.758702531,2130241.423,1.5,3195362.134,1334528.662,0.240381931,4529890.796,2356339.087,0.424435501,5551701.221,2.230769231,4.992815805,2.84300495
PinkOdd4.1977,PKo,PinkOdd,4,1977,605120,1.001438907,605990.7111,1.758702531,1065757.397,1.5,1598636.096,1424725.317,0.384505647,3023361.413,2106706.925,0.568559217,3705343.021,2.230769231,4.992815805,2.84300495
PinkOdd4.1979,PKo,PinkOdd,4,1979,336455,1.001410653,336929.6212,1.758702531,592558.9775,1.5,888838.4662,499370.0903,0.29351443,1388208.557,812509.2008,0.477567999,1701347.667,2.230769231,4.992956671,2.84300495
PinkOdd4.1981,PKo,PinkOdd,4,1981,950235,1.012079428,961713.295,1.758702531,1691367.606,1.5,2537051.408,2031173.018,0.362794867,4568224.426,3061630.384,0.546848436,5598681.793,2.230769231,4.940323717,2.84300495
PinkOdd4.1983,PKo,PinkOdd,4,1983,1953980,1,1953980,1.758702531,3436469.571,1.5,5154704.356,4272777.659,0.333333546,9427482.015,7663620.444,0.59786443,12818324.8,2.230769231,5,2.84300495
PinkOdd4.1985,PKo,PinkOdd,4,1985,1238949,1,1238949,1.758702531,2178942.742,1.5,3268414.112,2887065.265,0.395169333,6155479.378,4037479.912,0.552633244,7305894.024,2.230769231,5,2.84300495
PinkOdd4.1987,PKo,PinkOdd,4,1987,1745673,1,1745673,1.758702531,3070119.523,1.5,4605179.284,4599828.922,0.46024903,9205008.206,5389038.251,0.539215625,9994217.535,2.230769231,5,2.84300495
PinkOdd4.1989,PKo,PinkOdd,4,1989,2551905,1.000816784,2553989.355,1.758702531,4491707.542,1.5,6737561.314,3380571.997,0.254894707,10118133.31,6525060.082,0.491988717,13262621.4,2.230769231,4.995919413,2.84300495
PinkOdd4.1991,PKo,PinkOdd,4,1991,3159485,1.056256249,3337225.775,1.758702531,5869187.415,1.5,8803781.123,13019821.26,0.414736242,21823602.39,22589234.34,0.719562425,31393015.47,2.230769231,4.733699805,2.84300495
PinkOdd4.1993,PKo,PinkOdd,4,1993,490407,1.056256249,517995.4583,1.758702531,910999.9234,1.5,1366499.885,1576326.534,0.428073961,2942826.419,2315869.698,0.628907459,3682369.583,2.230769231,4.733699805,2.84300495
PinkOdd4.1995,PKo,PinkOdd,4,1995,1435998,1,1435998,1.758702531,2525493.317,1.5,3788239.975,5281244.592,0.487932202,9069484.567,7035486.302,0.650005933,10823726.28,2.230769231,5,2.84300495
PinkOdd4.1997,PKo,PinkOdd,4,1997,316423,1.003695204,317592.2477,1.758702531,558550.2897,1.5,837825.4345,564768.8456,0.351931419,1402594.28,766944.1753,0.477915441,1604769.61,2.230769231,4.981591999,2.84300495
PinkOdd4.1999,PKo,PinkOdd,4,1999,690363,1.022867116,706149.6111,1.758702531,1241907.108,1.5,1862860.662,1498204.756,0.388323637,3361065.418,1995273.671,0.517160238,3858134.332,2.230769231,4.888220493,2.84300495
PinkOdd4.2001,PKo,PinkOdd,4,2001,926464,1.020311769,945282.1229,1.758702531,1662470.062,1.5,2493705.092,1178139.623,0.272293817,3671844.716,1833016.822,0.42365025,4326721.914,2.230769231,4.900462928,2.84300495
PinkOdd4.2003,PKo,PinkOdd,4,2003,1384651,1.02641181,1421222.139,1.758702531,2499506.972,1.5,3749260.457,1045322.017,0.188661518,4794582.475,1791466.802,0.323327014,5540727.26,2.230769231,4.871339119,2.84300495
PinkOdd4.2005,PKo,PinkOdd,4,2005,1165947,1.060812093,1236850.677,1.758702531,2175252.416,1.5,3262878.624,688892.5145,0.151526595,3951771.139,1283468.598,0.28230765,4546347.223,2.230769231,4.7133701,2.84300495
PinkOdd4.2007,PKo,PinkOdd,4,2007,625465,1.022234305,639371.7795,1.758702531,1124464.767,1.5,1686697.15,701851.5637,0.255079133,2388548.714,1064808.066,0.386991113,2751505.216,2.230769231,4.891246533,2.84300495
PinkOdd4.2009,PKo,PinkOdd,4,2009,2462216,1.036293381,2551578.143,1.758702531,4487466.937,1.5,6731200.405,786766.0728,0.091630123,7517966.478,1855125.213,0.216055772,8586325.617,2.230769231,4.824888485,2.84300495
PinkOdd4.2011,PKo,PinkOdd,4,2011,263190,1.060812093,279195.1347,1.758702531,491021.19,1.5,736531.785,127175.5634,0.13675147,863707.3484,193444.0544,0.208009763,929975.8394,2.230769231,4.7133701,2.84300495
PinkOdd4.2013,PKo,PinkOdd,4,2013,938172,1.356255815,1272401.23,1.758702531,2237775.264,1.5,3356662.896,280028.3281,0.067411921,3636691.224,797325.3531,0.19194213,4153988.249,2.230769231,3.686620138,2.84300495
PinkOdd4.2015,PKo,PinkOdd,4,2015,172101,1.522801856,262075.7222,1.758702531,460913.2358,1.5,691369.8538,97191.68883,0.109204006,788561.5426,198631.2795,0.223180929,890001.1333,2.230769231,3.283421268,2.84300495
PinkOdd4.2017,PKo,PinkOdd,4,2017,254784,1.418587503,361433.3983,1.758702531,635653.8322,1.5,953480.7482,76753.39538,0.070218605,1030234.144,139582.7641,0.127698677,1093063.512,2.230769231,3.524632771,2.84300495
PinkOdd3.1955,PKo,PinkOdd,3,1955,19450,1.627752483,31659.78579,1.310701473,41496.52787,1.5,62244.79181,28193.69453,0.253934137,90438.48634,48782.79516,0.439375443,111027.587,2.5,3.071720088,3.814751187
PinkOdd3.1957,PKo,PinkOdd,3,1957,13375,1.711066691,22885.51699,1.310701473,29996.08083,1.5,44994.12125,32311.49265,0.340461785,77305.6139,49910.78172,0.52590309,94904.90297,2.5,2.922153781,3.814751187
PinkOdd3.1959,PKo,PinkOdd,3,1959,91300,1.618165843,147738.5415,1.310701473,193641.1239,1.5,290461.6859,125337.7636,0.245538962,415799.4495,219998.0908,0.430980267,510459.7768,2.5,3.089918145,3.814751187
PinkOdd3.1961,PKo,PinkOdd,3,1961,188400,1.075585083,202640.2296,1.310701473,265600.8475,1.5,398401.2713,144921.62,0.217268898,543322.8913,268613.7575,0.402710203,667015.0288,2.5,4.648632711,3.814751187
PinkOdd3.1963,PKo,PinkOdd,3,1963,154475,1.065919056,164657.8462,1.310701473,215817.2816,1.5,323725.9223,15487.27898,0.037189879,339213.2013,92712.08692,0.222631184,416438.0092,2.5,4.690787703,3.814751187
PinkOdd3.1965,PKo,PinkOdd,3,1965,204000,1.03333356,210800.0462,1.310701473,276295.9312,1.5,414443.8967,195089.1476,0.260710331,609533.0444,333854.5969,0.446151636,748298.4937,2.5,4.838708616,3.814751187
PinkOdd3.1967,PKo,PinkOdd,3,1967,44550,1.03333356,46035.0101,1.310701473,60338.15555,1.5,90507.23333,78067.34148,0.377224334,168574.5748,116444.7959,0.56266564,206952.0292,2.5,4.838708616,3.814751187
PinkOdd3.1969,PKo,PinkOdd,3,1969,39300,1.03333356,40610.00891,1.310701473,53227.5985,1.5,79841.39775,31816.92716,0.232107679,111658.3249,57236.90688,0.417548984,137078.3046,2.5,4.838708616,3.814751187
PinkOdd3.1971,PKo,PinkOdd,3,1971,123300,1.02701243,126630.6327,1.310701473,165974.9568,1.5,248962.4352,63549.57595,0.165641184,312512.0111,134695.6279,0.351082489,383658.0631,2.5,4.868490246,3.814751187
PinkOdd3.1973,PKo,PinkOdd,3,1973,65950,1.042136273,68728.88718,1.310701473,90083.05367,1.5,135124.5805,23701.58724,0.12155638,158826.1677,59859.73277,0.306997685,194984.3133,2.5,4.797837031,3.814751187
PinkOdd3.1975,PKo,PinkOdd,3,1975,129000,1.039498242,134095.2732,1.310701473,175758.8721,1.5,263638.3082,36664.62315,0.099451202,300302.9313,105031.1729,0.284892507,368669.481,2.5,4.810012946,3.814751187
PinkOdd3.1977,PKo,PinkOdd,3,1977,161100,1.015358759,163574.296,1.310701473,214397.0708,1.5,321595.6061,276582.0589,0.376631115,598177.665,412762.3582,0.56207242,734357.9643,2.5,4.924367823,3.814751187
PinkOdd3.1979,PKo,PinkOdd,3,1979,40750,1.054014138,42951.07611,1.310701473,56296.03874,1.5,84444.0581,29858.5342,0.212781951,114302.5923,55880.50417,0.398223257,140324.5623,2.5,4.743769387,3.814751187
PinkOdd3.1981,PKo,PinkOdd,3,1981,163094,1.039830467,169590.1102,1.310701473,222282.0073,1.5,333423.011,154929.5892,0.25841829,488352.6002,266107.2663,0.443859595,599530.2772,2.5,4.808476148,3.814751187
PinkOdd3.1983,PKo,PinkOdd,3,1983,484000,1.000400979,484194.0737,1.310701473,634633.8857,1.5,951950.8285,1515228.067,0.480667535,2467178.896,2200390.36,0.698017831,3152341.189,2.5,4.99799591,3.814751187
PinkOdd3.1985,PKo,PinkOdd,3,1985,420370,1,420370,1.310701473,550979.5783,1.5,826469.3674,610562.9049,0.360107707,1437032.272,869031.4331,0.512551473,1695500.801,2.5,5,3.814751187
PinkOdd3.1987,PKo,PinkOdd,3,1987,288400,1.002441128,289104.0212,1.310701473,378929.0665,1.5,568393.5997,593709.8127,0.465677477,1162103.412,706544.1878,0.554179345,1274937.788,2.5,4.987824085,3.814751187
PinkOdd3.1989,PKo,PinkOdd,3,1989,527750,1,527750,1.310701473,691722.7025,1.5,1037584.054,777875.7534,0.313275171,1815459.807,1445459.054,0.582132082,2483043.108,2.5,5,3.814751187
PinkOdd3.1991,PKo,PinkOdd,3,1991,336850,1.002660327,337746.1311,1.310701473,442684.3516,1.5,664026.5273,1864716.32,0.54090421,2528742.847,2783379.29,0.807383707,3447405.818,2.5,4.986733659,3.814751187
PinkOdd3.1993,PKo,PinkOdd,3,1993,300600,1,300600,1.310701473,393996.8628,1.5,590995.2942,793728.6774,0.415440294,1384723.972,1319576.907,0.690671049,1910572.201,2.5,5,3.814751187
PinkOdd3.1995,PKo,PinkOdd,3,1995,335100,1,335100,1.310701473,439216.0637,1.5,658824.0955,694631.5377,0.42114131,1353455.633,990578.4236,0.600568031,1649402.519,2.5,5,3.814751187
PinkOdd3.1997,PKo,PinkOdd,3,1997,196827,1.065108154,209642.0426,1.310701473,274778.134,1.5,412167.201,201781.713,0.283181564,613948.914,300385.234,0.421562287,712552.4351,2.5,4.694358956,3.814751187
PinkOdd3.1999,PKo,PinkOdd,3,1999,414275,1.042595422,431921.2186,1.310701473,566119.7775,1.5,849179.6662,1058580.884,0.476673383,1907760.55,1371588.102,0.61761888,2220767.768,2.5,4.795724106,3.814751187
PinkOdd3.2001,PKo,PinkOdd,3,2001,767900,1,767900,1.310701473,1006487.661,1.5,1509731.492,286607.1879,0.133944133,1796338.68,630020.2143,0.294436131,2139751.706,2.5,5,3.814751187
PinkOdd3.2003,PKo,PinkOdd,3,2003,792857,1.049574596,832162.5658,1.310701473,1090716.701,1.5,1636075.051,311415.3166,0.136540062,1947490.368,644686.4523,0.282662809,2280761.504,2.5,4.763834812,3.814751187
PinkOdd3.2005,PKo,PinkOdd,3,2005,910800,1.020026254,929039.9119,1.310701473,1217693.981,1.5,1826540.972,424675.8041,0.161726858,2251216.776,799342.0178,0.304408849,2625882.989,2.5,4.901834616,3.814751187
PinkOdd3.2007,PKo,PinkOdd,3,2007,577739,1.021279863,590033.207,1.310701473,773357.3936,1.5,1160036.09,437186.7377,0.234387096,1597222.828,705197.725,0.378074705,1865233.815,2.5,4.895817669,3.814751187
PinkOdd3.2009,PKo,PinkOdd,3,2009,604050,1.028183051,621073.972,1.310701473,814042.57,1.5,1221063.855,121366.7741,0.078024939,1342430.629,334423.0988,0.214995759,1555486.954,2.5,4.862947308,3.814751187
PinkOdd3.2011,PKo,PinkOdd,3,2011,57400,1.955312644,112234.9458,1.310701473,147106.5088,1.5,220659.7632,17806.46263,0.068336132,238466.2258,39911.94631,0.153170681,260571.7095,2.5,2.557135819,3.814751187
PinkOdd3.2013,PKo,PinkOdd,3,2013,441870,1.744167549,770695.3147,1.310701473,1010151.484,1.5,1515227.227,130458.512,0.068407432,1645685.739,391853.7341,0.205473046,1907080.961,2.5,2.866697069,3.814751187
PinkOdd3.2015,PKo,PinkOdd,3,2015,182570,2.181267021,398233.92,1.310701473,521965.7855,1.5,782948.6783,106166.6721,0.104200078,889115.3504,235924.5693,0.231554386,1018873.248,2.5,2.292245724,3.814751187
PinkOdd3.2017,PKo,PinkOdd,3,2017,51692,12.24671898,633057.3975,1.310701473,829749.2635,1.5,1244623.895,103252.2347,0.071248488,1347876.13,204561.0307,0.141155919,1449184.926,2.5,0.408272616,3.814751187
Coho10.1954,CO,Coho,10,1954,300,1.113777778,334.1333333,1.35520392,452.8188032,3,1358.45641,404.1021048,0.220512192,1762.558515,474.1048717,0.258711606,1832.561281,3,4.489225858,3.689481653
Coho10.1955,CO,Coho,10,1955,750,1.113777778,835.3333333,1.35520392,1132.047008,3,3396.141024,1010.255262,0.220512192,4406.396286,1185.262179,0.258711606,4581.403204,3,4.489225858,3.689481653
Coho10.1956,CO,Coho,10,1956,,,,,,,,,,,,,,,,
Coho10.1957,CO,Coho,10,1957,,,,,,,,,,,,,,,,
Coho10.1958,CO,Coho,10,1958,25,1.113777778,27.84444444,1.35520392,37.73490027,3,113.2047008,33.6751754,0.220512192,146.8798762,39.50873931,0.258711606,152.7134401,3,4.489225858,3.689481653
Coho10.1959,CO,Coho,10,1959,200,1.113777778,222.7555556,1.35520392,301.8792022,3,905.6376065,269.4014032,0.220512192,1175.03901,316.0699145,0.258711606,1221.707521,3,4.489225858,3.689481653
Coho10.1960,CO,Coho,10,1960,200,9.7890625,1957.8125,1.35520392,2653.235175,3,7959.705526,2367.785771,0.220512192,10327.4913,2777.958233,0.258711606,10737.66376,3,0.510774142,3.689481653
Coho10.1961,CO,Coho,10,1961,3900,1,3900,1.35520392,5285.295289,3,15855.88587,4716.674608,0.220512192,20572.56048,5533.746009,0.258711606,21389.63188,3,5,3.689481653
Coho10.1962,CO,Coho,10,1962,3700,1,3700,1.35520392,5014.254505,3,15042.76352,4474.793858,0.220512192,19517.55737,5249.964162,0.258711606,20292.72768,3,5,3.689481653
Coho10.1963,CO,Coho,10,1963,1525,1,1525,1.35520392,2066.685978,3,6200.057935,1625.112594,0.200465629,7825.17053,1906.631489,0.235192369,8106.689425,3,5,3.689481653
Coho10.1964,CO,Coho,10,1964,1900,1,1900,1.35520392,2574.887449,3,7724.662346,2772.864061,0.252586692,10497.52641,3253.208395,0.296342385,10977.87074,3,5,3.689481653
Coho10.1965,CO,Coho,10,1965,825,1,825,1.35520392,1118.043234,3,3354.129703,833.7373209,0.192447004,4187.867024,978.1659656,0.225784674,4332.295668,3,5,3.689481653
Coho10.1966,CO,Coho,10,1966,75,9.7890625,734.1796875,1.35520392,994.9631907,3,2984.889572,977.3015165,0.236549442,3962.191089,1146.599843,0.277526995,4131.489416,3,0.510774142,3.689481653
Coho10.1967,CO,Coho,10,1967,100,1,100,1.35520392,135.520392,3,406.5611761,98.35609648,0.188437691,504.9172726,115.3943618,0.221080827,521.9555379,3,5,3.689481653
Coho10.1968,CO,Coho,10,1968,150,1,150,1.35520392,203.280588,3,609.8417641,199.6721374,0.236549442,809.5139016,234.2614205,0.277526995,844.1031847,3,5,3.689481653
Coho10.1969,CO,Coho,10,1969,475,1,475,1.35520392,643.7218621,3,1931.165586,506.1826113,0.200465629,2437.348198,593.8688246,0.235192369,2525.034411,3,5,3.689481653
Coho10.1970,CO,Coho,10,1970,75,2.92,219,1.35520392,296.7896585,3,890.3689756,278.0190126,0.228530817,1168.387988,326.1803558,0.2681193,1216.549331,3,1.712328767,3.689481653
Coho10.1971,CO,Coho,10,1971,200,2.92,584,1.35520392,791.4390895,3,2374.317268,741.3840336,0.228530817,3115.701302,869.814282,0.2681193,3244.13155,3,1.712328767,3.689481653
Coho10.1972,CO,Coho,10,1972,,,,,,,,,,,,,,,,
Coho10.1973,CO,Coho,10,1973,350,1,350,1.35520392,474.3213721,3,1422.964116,382.7904961,0.204474942,1805.754612,449.1014446,0.239896216,1872.065561,3,5,3.689481653
Coho10.1974,CO,Coho,10,1974,600,1,600,1.35520392,813.1223522,3,2439.367057,743.5539663,0.224521504,3182.921023,872.360113,0.263415453,3311.72717,3,5,3.689481653
Coho10.1975,CO,Coho,10,1975,,,,,,,,,,,,,,,,
Coho10.1976,CO,Coho,10,1976,,,,,,,,,,,,,,,,
Coho10.1977,CO,Coho,10,1977,,,,,,,,,,,,,,,,
Coho10.1978,CO,Coho,10,1978,,,,,,,,,,,,,,,,
Coho10.1979,CO,Coho,10,1979,,,,,,,,,,,,,,,,
Coho10.1980,CO,Coho,10,1980,,,,,,,,,,,,,,,,
Coho10.1981,CO,Coho,10,1981,,,,,,,,,,,,,,,,
Coho10.1982,CO,Coho,10,1982,,,,,,,,,,,,,,,,
Coho10.1983,CO,Coho,10,1983,,,,,,,,,,,,,,,,
Coho10.1984,CO,Coho,10,1984,,,,,,,,,,,,,,,,
Coho10.1985,CO,Coho,10,1985,,,,,,,,,,,,,,,,
Coho10.1986,CO,Coho,10,1986,,,,,,,,,,,,,,,,
Coho10.1987,CO,Coho,10,1987,,,,,,,,,,,,,,,,
Coho10.1988,CO,Coho,10,1988,,,,,,,,,,,,,,,,
Coho10.1989,CO,Coho,10,1989,,,,,,,,,,,,,,,,
Coho10.1990,CO,Coho,10,1990,,,,,,,,,,,,,,,,
Coho10.1991,CO,Coho,10,1991,,,,,,,,,,,,,,,,
Coho10.1992,CO,Coho,10,1992,,,,,,,,,,,,,,,,
Coho10.1993,CO,Coho,10,1993,,,,,,,,,,,,,,,,
Coho10.1994,CO,Coho,10,1994,,,,,,,,,,,,,,,,
Coho10.1995,CO,Coho,10,1995,,,,,,,,,,,,,,,,
Coho10.1996,CO,Coho,10,1996,,,,,,,,,,,,,,,,
Coho10.1997,CO,Coho,10,1997,,,,,,,,,,,,,,,,
Coho10.1998,CO,Coho,10,1998,6500,1.520833333,9885.416667,1.35520392,13396.75542,3,40190.26626,2271.931983,0.05157476,42462.19824,3860.97076,0.087647272,44051.23702,3,3.287671233,3.689481653
Coho10.1999,CO,Coho,10,1999,4600,1.520833333,6995.833333,1.35520392,9480.780759,3,28442.34228,1270.743639,0.041058407,29713.08592,2507.315508,0.081012705,30949.65779,3,3.287671233,3.689481653
Coho10.2000,CO,Coho,10,2000,9700,1.520833333,14752.08333,1.35520392,19992.08117,3,59976.2435,2425.974487,0.036781323,62402.21799,5980.450505,0.090672381,65956.694,3,3.287671233,3.689481653
Coho10.2001,CO,Coho,10,2001,10650,1.520833333,16196.875,1.35520392,21950.0685,3,65850.20549,4166.462457,0.056675853,70016.66795,7663.685107,0.104248123,73513.8906,3,3.287671233,3.689481653
Coho10.2002,CO,Coho,10,2002,15000,1.520833333,22812.5,1.35520392,30915.58943,3,92746.7683,6131.736201,0.06036538,98878.5045,8830.265029,0.086931708,101577.0333,3,3.287671233,3.689481653
Coho10.2003,CO,Coho,10,2003,23700,1.520833333,36043.75,1.35520392,48846.6313,3,146539.8939,13038.43637,0.078647681,159578.3303,19242.9509,0.116073234,165782.8448,3,3.287671233,3.689481653
