"SpeciesId","Species Name","CU","CU Name","Year","T_Idx_E","ExpFactor1","AdjSum","ExpFactor2","ObsE","ExpFactor3","TE","CDN Harvest","CDN ER","TRTC","Total Harvest","Total ER","Total Run","Q1","Q2","Q3"
"PKe","Pink (even years)","PKe_10","East Haida Gwaii",1954,402900,1.07470761942964,432999.699868202,1.05812549357058,458168.021138953,1.5,687252.031708429,317206.196619351,0.315798295711545,1004458.22832778,317206.196619351,0.315798295711545,1004458.22832778,3.17391304347826,4.65242816707074,4.72533742961605
"PKe","Pink (even years)","PKe_10","East Haida Gwaii",1956,261400,1.11174391996606,290609.860679128,1.05812549357058,307501.702267578,1.5,461252.553401367,153840.876034751,0.250109769788605,615093.429436118,153840.876034751,0.250109769788605,615093.429436118,3.17391304347826,4.49743858293612,4.72533742961605
"PKe","Pink (even years)","PKe_10","East Haida Gwaii",1958,306825,1.07315056411571,329269.421834803,1.05812549357058,348408.369496649,1.5,522612.554244973,424272.711439423,0.448071933121448,946885.265684396,424272.711439423,0.448071933121448,946885.265684396,3.17391304347826,4.65917846683523,4.72533742961605
"PKe","Pink (even years)","PKe_10","East Haida Gwaii",1960,361870,1.08058268015355,391030.454467166,1.05812549357058,413759.292634196,1.5,620638.938951295,195954.998319465,0.239966266433952,816593.937270759,195954.998319465,0.239966266433952,816593.937270759,3.17391304347826,4.62713320492005,4.72533742961605
"PKe","Pink (even years)","PKe_10","East Haida Gwaii",1962,663550,1.01568376846003,673956.964561653,1.05812549357058,713131.045772126,1.5,1069696.56865819,843466.252365175,0.440875310295858,1913162.82102336,843466.252365175,0.440875310295858,1913162.82102336,3.17391304347826,4.92279206901273,4.72533742961605
"PKe","Pink (even years)","PKe_10","East Haida Gwaii",1964,125700,1.01568376846003,127671.449695426,1.05812549357058,135092.415723843,1.5,202638.623585765,37648.8515142302,0.156682538274468,240287.475099995,37648.8515142302,0.156682538274468,240287.475099995,3.17391304347826,4.92279206901273,4.72533742961605
"PKe","Pink (even years)","PKe_10","East Haida Gwaii",1966,471975,1.0155803685854,479328.544463096,1.05812549357058,507189.752692479,1.5,760784.629038719,275352.031880612,0.265748759083866,1036136.66091933,275352.031880612,0.265748759083866,1036136.66091933,3.17391304347826,4.92329327610425,4.72533742961605
"PKe","Pink (even years)","PKe_10","East Haida Gwaii",1968,746660,1.01492086512618,757800.813155113,1.05812549357058,801848.359447938,1.5,1202772.53917191,484517.872719198,0.287157367400763,1687290.41189111,484517.872719198,0.287157367400763,1687290.41189111,3.17391304347826,4.92649247030543,4.72533742961605
"PKe","Pink (even years)","PKe_10","East Haida Gwaii",1970,807760,1.01643239509085,821033.431458583,1.05812549357058,868756.404900056,1.5,1303134.60735008,577411.702100041,0.307044659947181,1880546.30945013,577411.702100041,0.307044659947181,1880546.30945013,3.17391304347826,4.91916631558473,4.72533742961605
"PKe","Pink (even years)","PKe_10","East Haida Gwaii",1972,734825,1.00006398797822,734872.019966098,1.05812549357058,777586.818837833,1.5,1166380.22825675,376258.552697785,0.243905804354905,1542638.78095454,376258.552697785,0.243905804354905,1542638.78095454,3.17391304347826,4.99968008057988,4.72533742961605
"PKe","Pink (even years)","PKe_10","East Haida Gwaii",1974,378449,1.01014740524456,382289.2753674,1.05812549357058,404510.028184868,1.5,606765.042277302,221517.823619274,0.26744223832216,828282.865896576,221517.823619274,0.26744223832216,828282.865896576,3.17391304347826,4.94977265104142,4.72533742961605
"PKe","Pink (even years)","PKe_10","East Haida Gwaii",1976,515200,1.00085384688618,515639.901915762,1.05812549357058,545611.725719299,1.5,818417.588578948,1617835.78901012,0.664067130246994,2436253.37758906,1617835.78901012,0.664067130246994,2436253.37758906,3.17391304347826,4.99573440773176,4.72533742961605
"PKe","Pink (even years)","PKe_10","East Haida Gwaii",1978,473710,1.0078784244011,477442.088423047,1.05812549357058,505193.645464003,1.5,757790.468196004,246460.750155604,0.245417427085772,1004251.21835161,246460.750155604,0.245417427085772,1004251.21835161,3.17391304347826,4.96091579991017,4.72533742961605
